University,Country,City,Global_Rank
Adamawa State University,Nigeria,Adamawa,10764
University of Uyo,Nigeria,Akwa Ibom,8308
Akwa Ibom State University,Nigeria,Akwa Ibom,10090
Obong University,Nigeria,Akwa Ibom,11047
Ritman University,Nigeria,Akwa Ibom,11579
Nnamdi Azikiwe University,Nigeria,Anambra,8201
Chukwuemeka Odumegwu Ojukwu University,Nigeria,Anambra,9879
"Madonna University, Okija",Nigeria,Anambra,10149
Paul University,Nigeria,Anambra,11083
Tansian University,Nigeria,Anambra,11110
"Legacy University, Okija",Nigeria,Anambra,11915
Abubakar Tafawa Balewa University,Nigeria,Bauchi,9307
Bauchi State University,Nigeria,Bauchi,11021
Niger Delta University,Nigeria,Bayelsa,9508
"Federal University, Otuoke",Nigeria,Bayelsa,10422
University of Africa,Nigeria,Bayelsa,10843
Benue State University,Nigeria,Benue,10069
"University of Agriculture, Makurdi",Nigeria,Benue,10297
University of Mkar,Nigeria,Benue,11088
University of Calabar,Nigeria,Cross River,7729
Cross River University of Technology,Nigeria,Cross River,9970
Arthur Jarvis University,Nigeria,Cross River,11754
"Delta State University, Abraka",Nigeria,Delta,8922
Federal University of Petroleum Resources,Nigeria,Delta,10107
Edwin Clark University,Nigeria,Delta,10289
Michael and Cecilia Ibru University,Nigeria,Delta,10589
Novena University,Nigeria,Delta,11077
Admiralty University of Nigeria,Nigeria,Delta,11161
Western Delta University,Nigeria,Delta,11315
"Nigerian Maritime University, Okerenkoko",Nigeria,Delta,11663
"Alex Ekwueme Federal University, Ndufu-Alike",Nigeria,Ebonyi,8061
Ebonyi State University,Nigeria,Ebonyi,9015
University of Benin,Nigeria,Edo,6435
Igbinedion University Okada,Nigeria,Edo,9340
Ambrose Alli University,Nigeria,Edo,9376
Benson Idahosa University,Nigeria,Edo,9695
Edo University,Nigeria,Edo,9873
Glorious Vision University,Nigeria,Edo,10695
Wellspring University,Nigeria,Edo,10997
Afe Babalola University,Nigeria,Ekiti,6643
"Federal University, Oye-Ekiti",Nigeria,Ekiti,7380
"Ekiti State University, Ado Ekiti",Nigeria,Ekiti,8561
University of Nigeria,Nigeria,Enugu,4378
Enugu State University of Science and Technology,Nigeria,Enugu,8207
Godfrey Okoye University,Nigeria,Enugu,9363
Caritas University,Nigeria,Enugu,10496
Coal City University,Nigeria,Enugu,11020
Renaissance University,Nigeria,Enugu,11347
"Evangel University, Akaeze",Nigeria,Enugu,11417
University of Abuja,Nigeria,Federal Capital Territory,6549
Nile University of Nigeria,Nigeria,Federal Capital Territory,7898
African University of Science and Technology,Nigeria,Federal Capital Territory,8314
Veritas University,Nigeria,Federal Capital Territory,8611
Baze University,Nigeria,Federal Capital Territory,9128
Gombe State University,Nigeria,Gombe,10401
"Federal University, Kashere",Nigeria,Gombe,11205
Gombe State University of Science and Technology,Nigeria,Gombe,12608
"Federal University of Technology, Owerri",Nigeria,Imo,7818
Imo State University,Nigeria,Imo,9521
Hezekiah University,Nigeria,Imo,11749
Eastern Palm University,Nigeria,Imo,11938
"Federal University, Dutse",Nigeria,Jigawa,10226
Sule Lamido University,Nigeria,Jigawa,11251
Ahmadu Bello University,Nigeria,Kaduna,5941
Kaduna State University,Nigeria,Kaduna,9451
Skyline University Nigeria,Nigeria,Kano,7333
Bayero University Kano,Nigeria,Kano,7579
Yusuf Maitama Sule University Kano,Nigeria,Kano,10190
Kano University of Science and Technology,Nigeria,Kano,10652
"Federal University, Dutsin-Ma",Nigeria,Katsina,8869
Umaru Musa Yar’Adua University,Nigeria,Katsina,9314
"Al-Qalam University, Katsina",Nigeria,Katsina,11204
"Federal University, Birnin Kebbi",Nigeria,Kebbi,10957
Kebbi State University of Science and Technology,Nigeria,Kebbi,11102
"Federal University, Lokoja",Nigeria,Kogi,6854
Kogi State University,Nigeria,Kogi,10364
Landmark University,Nigeria,Kwara,6081
University of Ilorin,Nigeria,Kwara,6084
Kwara State University,Nigeria,Kwara,7496
Al-Hikmah University,Nigeria,Kwara,8826
Summit University Offa,Nigeria,Kwara,11428
Crown Hill University,Nigeria,Kwara,11972
University of Lagos,Nigeria,Lagos,4180
Lagos State University,Nigeria,Lagos,6409
Pan-Atlantic University,Nigeria,Lagos,7887
Caleb University,Nigeria,Lagos,8659
Eko University of Medical and Health Sciences,Nigeria,Lagos,9682
"Anchor University, Lagos",Nigeria,Lagos,10261
Augustine University,Nigeria,Lagos,11172
"Federal University, Lafia",Nigeria,Nasarawa,8966
Nasarawa State University,Nigeria,Nasarawa,9409
Bingham University,Nigeria,Nasarawa,9864
"Federal University of Technology, Minna",Nigeria,Niger,6704
Ibrahim Badamasi Babangida University,Nigeria,Niger,9867
Covenant University,Nigeria,Ogun,4781
Babcock University,Nigeria,Ogun,6384
"Federal University of Agriculture, Abeokuta",Nigeria,Ogun,6905
Olabisi Onabanjo University,Nigeria,Ogun,7859
Tai Solarin University of Education,Nigeria,Ogun,9046
Bells University of Technology,Nigeria,Ogun,9829
Crawford University,Nigeria,Ogun,10316
Chrisland University,Nigeria,Ogun,10454
"Crescent University, Abeokuta",Nigeria,Ogun,10462
"Southwestern University, Nigeria",Nigeria,Ogun,10792
Mountain Top University,Nigeria,Ogun,11069
"Moshood Abiola University of Science and Technology, Abeokuta",Nigeria,Ogun,11114
Mcpherson University,Nigeria,Ogun,11524
Christopher University,Nigeria,Ogun,11556
"Hallmark University, Ijebu-Itele",Nigeria,Ogun,11664
Adekunle Ajasin University,Nigeria,Ondo,6567
"Federal University of Technology, Akure",Nigeria,Ondo,7220
Elizade University,Nigeria,Ondo,9679
University of Medical Sciences,Nigeria,Ondo,9981
"Achievers University, Owo",Nigeria,Ondo,10284
Wesley University of Science and Technology,Nigeria,Ondo,11108
Ondo State University of Science and Technology,Nigeria,Ondo,11882
Obafemi Awolowo University,Nigeria,Osun,4474
Redeemer’s University,Nigeria,Osun,8231
Bowen University,Nigeria,Osun,8403
Osun State University,Nigeria,Osun,8599
Adeleke University,Nigeria,Osun,9263
Joseph Ayo Babalola University,Nigeria,Osun,10128
"Fountain University, Osogbo",Nigeria,Osun,10594
Oduduwa University,Nigeria,Osun,10769
Kings University,Nigeria,Osun,10780
University of Ibadan,Nigeria,Oyo,3617
Ladoke Akintola University of Technology,Nigeria,Oyo,7913
Lead City University,Nigeria,Oyo,9218
The Technical University,Nigeria,Oyo,9626
Ajayi Crowther University,Nigeria,Oyo,9768
Kola Daisi University,Nigeria,Oyo,10587
Atiba University,Nigeria,Oyo,11487
"Dominican University, Ibadan",Nigeria,Oyo,11677
Precious Cornerstone University,Nigeria,Oyo,11685
University of Jos,Nigeria,Plateau,6973
Plateau State University,Nigeria,Plateau,11051
University of Port Harcourt,Nigeria,Rivers,6367
Rivers State University,Nigeria,Rivers,6736
Ignatius Ajuru University of Education,Nigeria,Rivers,10428
PAMO University of Medical Sciences,Nigeria,Rivers,11370
Usmanu Danfodio University,Nigeria,Sokoto,8493
Sokoto State University,Nigeria,Sokoto,10739
Taraba State University,Nigeria,Taraba,7416
"Federal University, Wukari",Nigeria,Taraba,11151
"Kwararafa University, Wukari",Nigeria,Taraba,11841
Yobe State University,Nigeria,Yobe,10546
"Federal University, Gashua",Nigeria,Yobe,11035
Université Marien Ngouabi,Congo-Brazzaville,Congo,9619
East African University Rwanda,Rwanda,Eastern Province,11764
University of Kibungo,Rwanda,Eastern Province,11833
University of Rwanda,Rwanda,Kigali Province,4076
University of Global Health Equity,Rwanda,Kigali Province,5948
Université Libre de Kigali,Rwanda,Kigali Province,9039
University of Kigali,Rwanda,Kigali Province,9734
University of Tourism Technology and Business Studies,Rwanda,Kigali Province,9927
Adventist University of Central Africa,Rwanda,Kigali Province,10121
University of Lay Adventists of Kigali,Rwanda,Kigali Province,10500
Vatel School Rwanda,Rwanda,Kigali Province,11947
KIM University,Rwanda,Kigali Province,12078
Mahatma Gandhi University Rwanda,Rwanda,Kigali Province,12603
"Jomo Kenyatta University of Agriculture and Technology, Kigali Campus",Rwanda,Kigali Province,12604
"African Leadership University, Rwanda",Rwanda,Kigali Province,12605
Mount Kenya University Rwanda,Rwanda,Kigali Province,12606
Institut d’Enséignement Supérieur de Ruhengeri,Rwanda,Northern Province,8682
University of Technology and Arts of Byumba,Rwanda,Northern Province,11227
Catholic University of Rwanda,Rwanda,Southern Province,11094
Protestant Institute of Arts and Social Sciences,Rwanda,Southern Province,11157
Université Catholique de Kabgayi,Rwanda,Southern Province,11272
Institute of Legal Practice and Development,Rwanda,Southern Province,11836
University of Gitwe,Rwanda,Southern Province,12020
Nile Source Polytechnic of Applied Arts,Rwanda,Southern Province,12607
Kibogora Polytechnic,Rwanda,Western Province,11331
Christian University of Rwanda,Rwanda,Western Province,11912
Rusizi International University,Rwanda,Western Province,12602
Université Cheikh Anta Diop,Senegal,Dakar,2903
École Supérieure de Commerce de Dakar,Senegal,Dakar,9421
MIT University Dakar,Senegal,Dakar,10465
Université du Sahel,Senegal,Dakar,10474
Université Amadou Mahtar Mbow,Senegal,Dakar,10665
Université Sine-Saloum El Hadji Ibrahima Niasse,Senegal,Dakar,10732
Université Euro-Afrique,Senegal,Dakar,11120
École Centrale des Logiciels Libres et des Télécommunications,Senegal,Dakar,11696
Ensup Afrique,Senegal,Dakar,11800
Université Dakar Bourguiba,Senegal,Dakar,11997
"École Supérieure d’Electricité, du Bâtiment et des Travaux Publics",Senegal,Dakar,12025
Institut Polytechnique de Dakar,Senegal,Dakar,12083
Institut Universitaire de l’Entreprise et du Développement,Senegal,Dakar,12136
Université de l’Atlantique,Senegal,Dakar,12203
Institut International de Management,Senegal,Dakar,12214
École Supérieure du Bâtiment,Senegal,Dakar,12238
Institut Privé de Formation et de Recherches Médicales de Dakar,Senegal,Dakar,12271
École Supérieure de Génies,Senegal,Dakar,12272
Institut Africain de Commerce et de Marketing,Senegal,Dakar,12375
École Supérieure de Télécommunication d’Informatique et de Management,Senegal,Dakar,12403
Institut Supérieur des Nouvelles Technologies de Commerce de Bâtiment et de Santé,Senegal,Dakar,12601
Université Alioune Diop de Bambey,Senegal,Diourbel,9064
Université Cheikh Ahmadou Bamba,Senegal,Diourbel,12286
Université Gaston Berger,Senegal,Saint-Louis,5671
Université Kocc Barma Saint-Louis,Senegal,Saint-Louis,12312
Université de Thiès,Senegal,Thies,9562
École polytechnique de Thiès,Senegal,Thies,10467
Jaamacadda Muqdisho,Somalia,Banaadir,9252
Jaamacadda SIMAD,Somalia,Banaadir,9491
City University of Mogadishu,Somalia,Banaadir,9600
Abrar University,Somalia,Banaadir,9796
Jaamacadda Banaadir,Somalia,Banaadir,10636
Jaamacada Ummada Soomaaliyeed,Somalia,Banaadir,10993
Jaamacada Jazeera,Somalia,Banaadir,11396
Jaamacadda Soomaaliya,Somalia,Banaadir,11426
Jaamacada Jamhuuriya ee Culuumta iyo Tiknooloojiyada,Somalia,Banaadir,11590
Jaamacada Plasma,Somalia,Banaadir,11855
Jaamacada Badweynta Hindiya,Somalia,Banaadir,12084
Jaamacadda Caalamiga ah ee Horseed,Somalia,Banaadir,12119
Jaamacadda Zamzam ee Culuumta iyo Tiknolojiyadda,Somalia,Banaadir,12224
Jaamacadda Jobkey,Somalia,Banaadir,12285
University College of Technology,Somalia,Banaadir,12333
Jaamacadda Salaam,Somalia,Banaadir,12357
Jaamacadda Juba ee Cilmiga iyo Tiknolojiyada,Somalia,Banaadir,12407
Jaamacada Bariga Afrika,Somalia,Bari,11463
Jaamacadda Culuumta Cafimadka,Somalia,Bari,12309
Jaamacadda Camuud,Somalia,Somaliland,8670
Jaamacada Eelo,Somalia,Somaliland,10627
Jaamacada Hargeysa,Somalia,Woqooyi Galbeed,10032
Jaamacada Golis,Somalia,Woqooyi Galbeed,10990
Jaamacadda Teknoolajiyadda Somaliland,Somalia,Woqooyi Galbeed,12600
Rhodes University,South-Africa,Eastern Cape,1253
Nelson Mandela University,South-Africa,Eastern Cape,2146
University of Fort Hare,South-Africa,Eastern Cape,3806
Walter Sisulu University,South-Africa,Eastern Cape,5588
University of the Free State,South-Africa,Free State,1948
Central University of Technology,South-Africa,Free State,3916
University of the Witwatersrand,South-Africa,Gauteng,461
University of Pretoria,South-Africa,Gauteng,467
University of Johannesburg,South-Africa,Gauteng,1114
Tshwane University of Technology,South-Africa,Gauteng,3007
Vaal University of Technology,South-Africa,Gauteng,5608
Sefako Makgatho Health Sciences University,South-Africa,Gauteng,6430
University of KwaZulu-Natal,South-Africa,KwaZulu-Natal,873
Durban University of Technology,South-Africa,KwaZulu-Natal,2839
University of Zululand,South-Africa,KwaZulu-Natal,4730
Mangosuthu University of Technology,South-Africa,KwaZulu-Natal,7006
University of Limpopo,South-Africa,Limpopo,4844
University of Venda,South-Africa,Limpopo,6137
University of Cape Town,South-Africa,Western Cape,332
Universiteit Stellenbosch,South-Africa,Western Cape,492
University of the Western Cape,South-Africa,Western Cape,1387
Cape Peninsula University of Technology,South-Africa,Western Cape,2096
University of Gezira,Sudan,Al Jazirah,8838
University of Albutana,Sudan,Al Jazirah,11762
Wad Medani Ahlia University,Sudan,Al Jazirah,11976
Managil University of Science and Technology,Sudan,Al Jazirah,12469
University of Blue Nile,Sudan,Blue Nile,11640
Sinnar University,Sudan,Blue Nile,11847
University of Khartoum,Sudan,Khartoum,3909
Sudan University of Science and Technology,Sudan,Khartoum,4183
Ahfad University for Women,Sudan,Khartoum,6731
Neelain University,Sudan,Khartoum,8419
International University of Africa,Sudan,Khartoum,8953
University of Bahri,Sudan,Khartoum,9204
Mashreq University,Sudan,Khartoum,9219
Omdurman Islamic University,Sudan,Khartoum,9276
Nile Valley University,Sudan,Khartoum,9765
University of Medical Sciences and Technology,Sudan,Khartoum,9767
Elrazi University,Sudan,Khartoum,10234
Sudan International University,Sudan,Khartoum,10265
University of Science and Technology,Sudan,Khartoum,10277
Sudan Academy of Sciences,Sudan,Khartoum,10432
University of the Holy Quran and Islamic Sciences,Sudan,Khartoum,10481
Al Zaiem Al Azhari University,Sudan,Khartoum,10560
The Future University,Sudan,Khartoum,10590
National University-Sudan,Sudan,Khartoum,10690
National Ribat University,Sudan,Khartoum,10737
Omdurman Ahlia University,Sudan,Khartoum,10809
Karary University,Sudan,Khartoum,10927
AlMughtaribeen University,Sudan,Khartoum,11760
Ibn Sina University,Sudan,Khartoum,11778
Sudan Technological University,Sudan,Khartoum,12392
University of Garden City,Sudan,Khartoum,12458
University of Technology Khartoum,Sudan,Khartoum,12599
University of Kordofan,Sudan,North Kordofan,10549
University of East Kordofan,Sudan,North Kordofan,12268
University of Shendi,Sudan,River Nile,10183
Elsheikh Abdallah Elbadri University,Sudan,River Nile,11129
West Kordofan University,Sudan,West Kordofan,11216
Alsalam University,Sudan,West Kordofan,11846
University of Bakhtalruda,Sudan,White Nile,11378
University of El Imam El Mahdi,Sudan,White Nile,11740
White Nile University,Sudan,White Nile,11903
Nelson Mandela African Institution of Science and Technology,Tanzania,Arusha,7687
Tumaini University Makumira,Tanzania,Arusha,9131
The University of Arusha,Tanzania,Arusha,10442
Mount Meru University,Tanzania,Arusha,12597
University of Dar es Salaam,Tanzania,Dar es Salaam,3160
Muhimbili University of Health and Allied Sciences,Tanzania,Dar es Salaam,5236
Ardhi University,Tanzania,Dar es Salaam,8252
Hubert Kairuki Memorial University,Tanzania,Dar es Salaam,8964
International Medical and Technological University,Tanzania,Dar es Salaam,10204
St. Joseph University in Tanzania,Tanzania,Dar es Salaam,10235
United African University of Tanzania,Tanzania,Dar es Salaam,11540
University of Bagamoyo,Tanzania,Dar es Salaam,12598
The University of Dodoma,Tanzania,Dodoma,6631
St John’s University of Tanzania,Tanzania,Dodoma,9725
